,X.1,X,embryo,yolk_area,embryo_area,yolk_embryo_ratio,mom,Treatment,Day_of_Exp,Julian_date,Elevation
598,330,10,10,1171284,3316216,0.353198947,Higher zone WINTER 7,Control,6,17,Higher
599,331,11,11,1215144,3340314,0.363781369,Higher zone WINTER 7,Control,6,17,Higher
600,332,12,12,1021478,3123189,0.327062499,Higher zone WINTER 7,Control,6,17,Higher
601,417,1,1,579660,3345418,0.173269828,Higher zone WINTER 7,Control,13,24,Higher
602,418,2,2,494332,3134851,0.157689153,Higher zone WINTER 7,Control,13,24,Higher
603,419,3,3,522056,3289910,0.158683976,Higher zone WINTER 7,Control,13,24,Higher
604,420,4,4,564415,3515711,0.160540784,Higher zone WINTER 7,Control,13,24,Higher
605,421,5,5,699727,3546366,0.197308174,Higher zone WINTER 7,Control,13,24,Higher
606,422,6,6,614082,3144151,0.195309322,Higher zone WINTER 7,Control,13,24,Higher
607,423,7,7,694947,3669798,0.189369279,Higher zone WINTER 7,Control,13,24,Higher
608,424,8,8,742172,3506054,0.211682992,Higher zone WINTER 7,Control,13,24,Higher
609,425,9,9,652340,3542235,0.184160565,Higher zone WINTER 7,Control,13,24,Higher
610,426,10,10,778026,3770177,0.206363256,Higher zone WINTER 7,Control,13,24,Higher
611,427,11,11,563774,3544529,0.159054701,Higher zone WINTER 7,Control,13,24,Higher
612,428,12,12,560230,3574545,0.156727639,Higher zone WINTER 7,Control,13,24,Higher
613,500,1,1,218991,3794481,0.057713031,Higher zone WINTER 7,Control,21,32,Higher
614,501,2,2,357661,4037084,0.088593896,Higher zone WINTER 7,Control,21,32,Higher
615,502,3,3,233008,3639403,0.064023687,Higher zone WINTER 7,Control,21,32,Higher
616,503,4,4,293373,3921663,0.074808315,Higher zone WINTER 7,Control,21,32,Higher
617,504,5,5,309140,3917333,0.078915936,Higher zone WINTER 7,Control,21,32,Higher
618,505,6,6,280206,3728111,0.075160316,Higher zone WINTER 7,Control,21,32,Higher
619,506,7,7,241746,4038020,0.05986746,Higher zone WINTER 7,Control,21,32,Higher
620,507,8,8,305711,3934122,0.077707555,Higher zone WINTER 7,Control,21,32,Higher
621,508,9,9,362264,4031181,0.089865476,Higher zone WINTER 7,Control,21,32,Higher
622,509,10,10,408110,4039106,0.101039686,Higher zone WINTER 7,Control,21,32,Higher
623,510,11,11,320346,3995824,0.080170198,Higher zone WINTER 7,Control,21,32,Higher
624,511,12,12,256742,4089046,0.06278775,Higher zone WINTER 7,Control,21,32,Higher
625,571,1,1,40487,4069716,0.00994836,Higher zone WINTER 7,Control,28,39,Higher
626,572,2,2,7106,4434111,0.001602576,Higher zone WINTER 7,Control,28,39,Higher
627,573,3,3,6718464,4619183,1.454470195,Higher zone WINTER 7,Control,28,39,Higher
628,869,1,1,1302459,3296474,0.395106711,Higher zone WINTER 7,Heat Shock,4,15,Higher
629,870,2,2,1396355,3053638,0.457275879,Higher zone WINTER 7,Heat Shock,4,15,Higher
630,871,3,3,1401143,3086128,0.454013249,Higher zone WINTER 7,Heat Shock,4,15,Higher
631,872,4,4,1070049,3111653,0.343884424,Higher zone WINTER 7,Heat Shock,4,15,Higher
632,873,5,5,1124939,3173984,0.354424912,Higher zone WINTER 7,Heat Shock,4,15,Higher
633,874,6,6,1120680,3086726,0.363064295,Higher zone WINTER 7,Heat Shock,4,15,Higher
634,875,7,7,1075402,2805042,0.383381782,Higher zone WINTER 7,Heat Shock,4,15,Higher
635,876,8,8,1003606,3061281,0.327838575,Higher zone WINTER 7,Heat Shock,4,15,Higher
636,877,9,9,1371286,3259787,0.420667363,Higher zone WINTER 7,Heat Shock,4,15,Higher
637,878,10,10,1052126,3130598,0.336078283,Higher zone WINTER 7,Heat Shock,4,15,Higher
638,879,11,11,988534,3074604,0.321515877,Higher zone WINTER 7,Heat Shock,4,15,Higher
639,880,12,12,1179130,3045419,0.387181534,Higher zone WINTER 7,Heat Shock,4,15,Higher
640,965,1,1,374893,3448678,0.108706293,Higher zone WINTER 7,Heat Shock,12,23,Higher
641,966,2,2,705263,3460440,0.203807319,Higher zone WINTER 7,Heat Shock,12,23,Higher
642,967,3,3,525645,3635558,0.144584408,Higher zone WINTER 7,Heat Shock,12,23,Higher
643,968,4,4,599108,3498390,0.17125249,Higher zone WINTER 7,Heat Shock,12,23,Higher
644,969,5,5,614814,3641330,0.168843252,Higher zone WINTER 7,Heat Shock,12,23,Higher
645,970,6,6,496608,3551996,0.139810968,Higher zone WINTER 7,Heat Shock,12,23,Higher
646,971,7,7,813026,3660233,0.222124111,Higher zone WINTER 7,Heat Shock,12,23,Higher
647,972,8,8,873139,3243803,0.269171402,Higher zone WINTER 7,Heat Shock,12,23,Higher
648,973,9,9,682503,3607741,0.189177383,Higher zone WINTER 7,Heat Shock,12,23,Higher
649,974,10,10,676061,3507784,0.192731651,Higher zone WINTER 7,Heat Shock,12,23,Higher
650,975,11,11,383033,3352334,0.114258603,Higher zone WINTER 7,Heat Shock,12,23,Higher
651,976,12,12,801368,3448556,0.232377842,Higher zone WINTER 7,Heat Shock,12,23,Higher
652,1052,1,1,115836,3561198,0.032527256,Higher zone WINTER 7,Heat Shock,21,32,Higher
653,1053,2,2,93309,3562107,0.02619489,Higher zone WINTER 7,Heat Shock,21,32,Higher
654,1054,3,3,156784,3903276,0.040167285,Higher zone WINTER 7,Heat Shock,21,32,Higher
655,1055,4,4,99248,3667866,0.027058786,Higher zone WINTER 7,Heat Shock,21,32,Higher
656,1056,5,5,403083,4141947,0.097317276,Higher zone WINTER 7,Heat Shock,21,32,Higher
657,1057,6,6,278111,3830517,0.072604038,Higher zone WINTER 7,Heat Shock,21,32,Higher
658,1058,7,7,453624,3948923,0.11487284,Higher zone WINTER 7,Heat Shock,21,32,Higher
659,1059,8,8,220110,3949935,0.055724968,Higher zone WINTER 7,Heat Shock,21,32,Higher
660,1060,9,9,133877,3958067,0.033823834,Higher zone WINTER 7,Heat Shock,21,32,Higher
661,1061,10,10,290009,3585665,0.080880116,Higher zone WINTER 7,Heat Shock,21,32,Higher
662,1062,11,11,122281,3575161,0.034202935,Higher zone WINTER 7,Heat Shock,21,32,Higher
663,1063,12,12,240886,3995984,0.060282023,Higher zone WINTER 7,Heat Shock,21,32,Higher
664,1126,1,1,27301,4596697,0.005939265,Higher zone WINTER 7,Heat Shock,28,39,Higher
665,1127,2,2,2147,4746166,0.000452365,Higher zone WINTER 7,Heat Shock,28,39,Higher
666,333,1,1,1824261,2444719,0.746204779,Higher zone WINTER 8,Control,6,17,Higher
667,334,2,2,1693696,2406587,0.703775097,Higher zone WINTER 8,Control,6,17,Higher
668,335,3,3,1731402,2382077,0.726845522,Higher zone WINTER 8,Control,6,17,Higher
669,336,4,4,1598287,2582749,0.618831718,Higher zone WINTER 8,Control,6,17,Higher
670,337,5,5,1440820,2111841,0.682257803,Higher zone WINTER 8,Control,6,17,Higher
671,338,6,6,1610294,2408529,0.668579868,Higher zone WINTER 8,Control,6,17,Higher
672,339,7,7,1729361,2440974,0.7084717,Higher zone WINTER 8,Control,6,17,Higher
673,340,8,8,1771521,2607433,0.679411897,Higher zone WINTER 8,Control,6,17,Higher
674,341,9,9,1872799,2441021,0.767219536,Higher zone WINTER 8,Control,6,17,Higher
675,342,10,10,1589473,2382673,0.667096576,Higher zone WINTER 8,Control,6,17,Higher
676,343,11,11,1951571,2532138,0.770720632,Higher zone WINTER 8,Control,6,17,Higher
677,344,12,12,1782675,2451026,0.727317866,Higher zone WINTER 8,Control,6,17,Higher
678,429,1,1,1388055,2499325,0.55537195,Higher zone WINTER 8,Control,13,24,Higher
679,430,2,2,1385441,2519798,0.549822248,Higher zone WINTER 8,Control,13,24,Higher
680,431,3,3,1354348,2466329,0.549135172,Higher zone WINTER 8,Control,13,24,Higher
681,432,5,5,1148138,2226279,0.515720626,Higher zone WINTER 8,Control,13,24,Higher
682,433,6,6,1568126,2643071,0.593296964,Higher zone WINTER 8,Control,13,24,Higher
683,434,7,7,1420025,2468982,0.575145951,Higher zone WINTER 8,Control,13,24,Higher
684,435,8,8,1433515,2613812,0.548438449,Higher zone WINTER 8,Control,13,24,Higher
685,436,9,9,1224796,2310145,0.530181439,Higher zone WINTER 8,Control,13,24,Higher
686,437,10,10,1470866,2611733,0.563176251,Higher zone WINTER 8,Control,13,24,Higher
687,438,11,11,1507169,2641666,0.570537305,Higher zone WINTER 8,Control,13,24,Higher
688,439,12,12,1397455,2580382,0.541569039,Higher zone WINTER 8,Control,13,24,Higher
689,512,1,1,896054,2431090,0.368581171,Higher zone WINTER 8,Control,21,32,Higher
690,513,2,2,1010019,2787375,0.362354904,Higher zone WINTER 8,Control,21,32,Higher
691,514,3,3,1048027,2736311,0.383007268,Higher zone WINTER 8,Control,21,32,Higher
692,515,5,5,1088273,2693445,0.404045006,Higher zone WINTER 8,Control,21,32,Higher
693,516,6,6,1012597,2679823,0.377859657,Higher zone WINTER 8,Control,21,32,Higher
694,517,7,7,1028597,2834637,0.362867274,Higher zone WINTER 8,Control,21,32,Higher
695,518,8,8,1063001,2915973,0.364544185,Higher zone WINTER 8,Control,21,32,Higher
696,519,9,9,1078922,2861786,0.377010021,Higher zone WINTER 8,Control,21,32,Higher
697,520,10,10,1045769,2776642,0.376630837,Higher zone WINTER 8,Control,21,32,Higher
698,521,11,11,1268620,2868020,0.442333038,Higher zone WINTER 8,Control,21,32,Higher
699,522,12,12,1297695,2809950,0.461821385,Higher zone WINTER 8,Control,21,32,Higher
700,574,1,1,2031291,3082999,0.658868524,Higher zone WINTER 8,Control,28,39,Higher
701,575,2,2,883822,3185056,0.277490254,Higher zone WINTER 8,Control,28,39,Higher
702,576,3,3,808484,3077575,0.26270164,Higher zone WINTER 8,Control,28,39,Higher
703,577,6,6,814778,3180760,0.256158277,Higher zone WINTER 8,Control,28,39,Higher
704,578,8,8,803007,3133870,0.256234943,Higher zone WINTER 8,Control,28,39,Higher
705,579,9,9,867238,3056335,0.283750963,Higher zone WINTER 8,Control,28,39,Higher
706,580,10,10,904174,3165644,0.285620872,Higher zone WINTER 8,Control,28,39,Higher
707,581,11,11,884962,3204649,0.276149432,Higher zone WINTER 8,Control,28,39,Higher
708,582,12,12,973292,3134274,0.310531881,Higher zone WINTER 8,Control,28,39,Higher
709,881,1,1,1749030,2325575,0.752084968,Higher zone WINTER 8,Heat Shock,4,15,Higher
710,882,2,2,2065494,2501793,0.825605476,Higher zone WINTER 8,Heat Shock,4,15,Higher
711,883,3,3,1903166,2415115,0.788022931,Higher zone WINTER 8,Heat Shock,4,15,Higher
712,884,4,4,1870051,2555948,0.731646731,Higher zone WINTER 8,Heat Shock,4,15,Higher
713,885,5,5,1713540,2337374,0.733104758,Higher zone WINTER 8,Heat Shock,4,15,Higher
714,886,6,6,1794786,2535910,0.707748303,Higher zone WINTER 8,Heat Shock,4,15,Higher
715,887,7,7,1675482,2360714,0.709735275,Higher zone WINTER 8,Heat Shock,4,15,Higher
716,888,8,8,1799904,2532592,0.710696393,Higher zone WINTER 8,Heat Shock,4,15,Higher
717,889,9,9,1867438,2626855,0.710902581,Higher zone WINTER 8,Heat Shock,4,15,Higher
718,890,10,10,1746848,2341118,0.746159741,Higher zone WINTER 8,Heat Shock,4,15,Higher
719,891,11,11,1886182,2686253,0.702160965,Higher zone WINTER 8,Heat Shock,4,15,Higher
720,892,12,12,1809315,2488390,0.727102665,Higher zone WINTER 8,Heat Shock,4,15,Higher
721,977,1,1,1560311,2483649,0.628233297,Higher zone WINTER 8,Heat Shock,12,23,Higher
722,978,2,2,1495061,2564094,0.583075737,Higher zone WINTER 8,Heat Shock,12,23,Higher
723,979,3,3,1395017,2509484,0.555897946,Higher zone WINTER 8,Heat Shock,12,23,Higher
724,980,4,4,1153890,2302068,0.501240624,Higher zone WINTER 8,Heat Shock,12,23,Higher
725,981,5,5,1385868,2464807,0.562262279,Higher zone WINTER 8,Heat Shock,12,23,Higher
726,982,6,6,1371725,2467149,0.55599601,Higher zone WINTER 8,Heat Shock,12,23,Higher
727,983,7,7,1404800,2518299,0.557836857,Higher zone WINTER 8,Heat Shock,12,23,Higher
728,984,8,8,1572099,2598160,0.605081673,Higher zone WINTER 8,Heat Shock,12,23,Higher
729,985,9,9,1473358,2485683,0.59273769,Higher zone WINTER 8,Heat Shock,12,23,Higher
730,986,10,10,909101,2129056,0.426997223,Higher zone WINTER 8,Heat Shock,12,23,Higher
731,987,11,11,1367030,2673877,0.511253883,Higher zone WINTER 8,Heat Shock,12,23,Higher
732,988,12,12,1620815,2575733,0.629263592,Higher zone WINTER 8,Heat Shock,12,23,Higher
733,1064,1,1,1108109,2847379,0.389168074,Higher zone WINTER 8,Heat Shock,21,32,Higher
734,1065,2,2,1244602,2647397,0.470122917,Higher zone WINTER 8,Heat Shock,21,32,Higher
735,1066,4,4,998560,2858447,0.349336545,Higher zone WINTER 8,Heat Shock,21,32,Higher
736,1067,5,5,941978,2781565,0.338650364,Higher zone WINTER 8,Heat Shock,21,32,Higher
737,1068,6,6,1104130,2978268,0.370728893,Higher zone WINTER 8,Heat Shock,21,32,Higher
738,1069,7,7,903962,2765188,0.326907972,Higher zone WINTER 8,Heat Shock,21,32,Higher
739,1070,8,8,944397,2647524,0.356709514,Higher zone WINTER 8,Heat Shock,21,32,Higher
740,1071,9,9,692233,2477318,0.279428398,Higher zone WINTER 8,Heat Shock,21,32,Higher
741,1072,10,10,1391830,2807307,0.495788312,Higher zone WINTER 8,Heat Shock,21,32,Higher
742,1073,11,11,1118279,2914183,0.383736711,Higher zone WINTER 8,Heat Shock,21,32,Higher
743,1074,12,12,1111590,2927706,0.379679517,Higher zone WINTER 8,Heat Shock,21,32,Higher
744,1128,1,1,922218,3138562,0.293834565,Higher zone WINTER 8,Heat Shock,28,39,Higher
745,1129,2,2,561711,3203607,0.17533705,Higher zone WINTER 8,Heat Shock,28,39,Higher
746,1130,4,4,848338,3356078,0.252776604,Higher zone WINTER 8,Heat Shock,28,39,Higher
747,1131,6,6,652582,3320141,0.196552496,Higher zone WINTER 8,Heat Shock,28,39,Higher
748,1132,7,7,725691,2053469,0.353397592,Higher zone WINTER 8,Heat Shock,28,39,Higher
749,1133,8,8,820674,3197812,0.2566361,Higher zone WINTER 8,Heat Shock,28,39,Higher
750,1134,9,9,882620,3079045,0.286653816,Higher zone WINTER 8,Heat Shock,28,39,Higher
751,1135,10,10,1090688,3089401,0.3530419,Higher zone WINTER 8,Heat Shock,28,39,Higher
752,1136,11,11,718298,3333365,0.215487353,Higher zone WINTER 8,Heat Shock,28,39,Higher
753,1137,12,12,862824,3267105,0.264094359,Higher zone WINTER 8,Heat Shock,28,39,Higher
754,1170,1,1,1266303,3171149,0.399319931,Higher zone WINTER 8,Control,34,45,Higher
755,1171,2,2,510588,3477109,0.146842679,Higher zone WINTER 8,Control,34,45,Higher
756,1172,3,3,497862,3531023,0.140996533,Higher zone WINTER 8,Control,34,45,Higher
757,1173,6,6,588368,3649975,0.161197816,Higher zone WINTER 8,Control,34,45,Higher
758,1174,8,8,450820,3576524,0.126049762,Higher zone WINTER 8,Control,34,45,Higher
759,1175,9,9,705789,3443925,0.20493739,Higher zone WINTER 8,Control,34,45,Higher
760,1176,10,10,624045,3169669,0.196880179,Higher zone WINTER 8,Control,34,45,Higher
761,1177,12,12,621714,3384710,0.183683092,Higher zone WINTER 8,Control,34,45,Higher
762,1204,1,1,568534,3317589,0.17136963,Higher zone WINTER 8,Heat Shock,34,45,Higher
763,1205,2,2,447380,3479641,0.128570735,Higher zone WINTER 8,Heat Shock,34,45,Higher
764,1206,4,4,450159,3543691,0.12703111,Higher zone WINTER 8,Heat Shock,34,45,Higher
765,1207,6,6,515923,3677894,0.140276745,Higher zone WINTER 8,Heat Shock,34,45,Higher
766,1208,7,7,482510,3606634,0.133784021,Higher zone WINTER 8,Heat Shock,34,45,Higher
767,1209,8,8,482779,3485844,0.138497018,Higher zone WINTER 8,Heat Shock,34,45,Higher
768,1210,9,9,507574,3298580,0.153876517,Higher zone WINTER 8,Heat Shock,34,45,Higher
769,1211,10,10,351903,3433199,0.10250003,Higher zone WINTER 8,Heat Shock,34,45,Higher
770,1212,11,11,402793,3625614,0.111096493,Higher zone WINTER 8,Heat Shock,34,45,Higher
771,1213,12,12,540770,3616367,0.149534049,Higher zone WINTER 8,Heat Shock,34,45,Higher
772,1228,1,1,565507,3467731,0.163076951,Higher zone WINTER 8,Control,42,53,Higher
773,1229,2,2,85178,3978706,0.021408468,Higher zone WINTER 8,Control,42,53,Higher
774,1230,3,3,61299,3974298,0.015423856,Higher zone WINTER 8,Control,42,53,Higher
775,1231,6,6,126338,4051621,0.031182087,Higher zone WINTER 8,Control,42,53,Higher
776,1232,8,8,22147,4098003,0.00540434,Higher zone WINTER 8,Control,42,53,Higher
777,1233,9,9,103992,3960031,0.0262604,Higher zone WINTER 8,Control,42,53,Higher
778,1234,10,10,138477,3973409,0.03485093,Higher zone WINTER 8,Control,42,53,Higher
779,1235,12,12,304564,3933200,0.07743415,Higher zone WINTER 8,Control,42,53,Higher
780,1247,1,1,14469,3429846,0.004218557,Higher zone WINTER 8,Heat Shock,42,53,Higher
781,1248,2,2,61596,4093697,0.015046546,Higher zone WINTER 8,Heat Shock,42,53,Higher
782,1249,4,4,38756,3767858,0.01028595,Higher zone WINTER 8,Heat Shock,42,53,Higher
783,1250,6,6,64197,4076948,0.015746338,Higher zone WINTER 8,Heat Shock,42,53,Higher
784,1251,7,7,1318,4006791,0.000328942,Higher zone WINTER 8,Heat Shock,42,53,Higher
785,1252,8,8,2538,3914867,0.000648298,Higher zone WINTER 8,Heat Shock,42,53,Higher
786,1253,9,9,101298,3807762,0.026603028,Higher zone WINTER 8,Heat Shock,42,53,Higher
787,1254,10,10,67366,3901300,0.017267577,Higher zone WINTER 8,Heat Shock,42,53,Higher
788,1255,11,11,1532,4211826,0.000363738,Higher zone WINTER 8,Heat Shock,42,53,Higher
789,1256,12,12,41735,4095748,0.010189836,Higher zone WINTER 8,Heat Shock,42,53,Higher
790,49,1,1,814716,3095539,0.263190352,Lower zone WINTER 1,Control,5,16,Lower
791,50,2,2,928967,3063973,0.303190335,Lower zone WINTER 1,Control,5,16,Lower
792,51,3,3,728692,3110033,0.234303623,Lower zone WINTER 1,Control,5,16,Lower
793,52,4,4,802578,3237332,0.247913405,Lower zone WINTER 1,Control,5,16,Lower
794,53,5,5,827795,3153931,0.262464524,Lower zone WINTER 1,Control,5,16,Lower
795,54,6,6,790528,3104335,0.254652929,Lower zone WINTER 1,Control,5,16,Lower
796,55,7,7,901043,3037429,0.296646605,Lower zone WINTER 1,Control,5,16,Lower
797,56,8,8,779108,3114795,0.250131389,Lower zone WINTER 1,Control,5,16,Lower
798,57,9,9,950711,3089600,0.307713296,Lower zone WINTER 1,Control,5,16,Lower
799,58,10,10,911486,3124371,0.29173424,Lower zone WINTER 1,Control,5,16,Lower
800,59,11,11,894099,3075492,0.290717388,Lower zone WINTER 1,Control,5,16,Lower
801,60,12,12,837015,3099645,0.270035762,Lower zone WINTER 1,Control,5,16,Lower
802,144,1,1,620708,3503717,0.177157002,Lower zone WINTER 1,Control,12,23,Lower
803,145,3,3,457629,3455716,0.132426681,Lower zone WINTER 1,Control,12,23,Lower
804,146,4,4,403274,3646769,0.110583917,Lower zone WINTER 1,Control,12,23,Lower
805,147,5,5,238412,3756971,0.063458568,Lower zone WINTER 1,Control,12,23,Lower
806,148,6,6,529509,3481031,0.152112693,Lower zone WINTER 1,Control,12,23,Lower
807,149,7,7,685400,3318974,0.206509602,Lower zone WINTER 1,Control,12,23,Lower
808,150,8,8,550269,3252677,0.169174191,Lower zone WINTER 1,Control,12,23,Lower
809,151,9,9,663546,3330709,0.199220646,Lower zone WINTER 1,Control,12,23,Lower
810,152,10,10,521163,3462004,0.150537954,Lower zone WINTER 1,Control,12,23,Lower
811,153,11,11,486195,3339234,0.145600758,Lower zone WINTER 1,Control,12,23,Lower
812,154,12,12,518784,3438617,0.150869957,Lower zone WINTER 1,Control,12,23,Lower
813,225,1,1,61316,3890102,0.015762055,Lower zone WINTER 1,Control,21,32,Lower
814,226,3,3,94055,3897021,0.024135102,Lower zone WINTER 1,Control,21,32,Lower
815,227,4,4,114996,4097350,0.028065945,Lower zone WINTER 1,Control,21,32,Lower
816,228,5,5,28114,4037212,0.006963717,Lower zone WINTER 1,Control,21,32,Lower
817,229,6,6,63825,3925520,0.016258992,Lower zone WINTER 1,Control,21,32,Lower
818,230,7,7,103821,3874247,0.026797724,Lower zone WINTER 1,Control,21,32,Lower
819,231,8,8,191545,3955635,0.048423325,Lower zone WINTER 1,Control,21,32,Lower
820,232,9,9,149050,3908683,0.038133049,Lower zone WINTER 1,Control,21,32,Lower
821,233,10,10,163465,3962955,0.04124826,Lower zone WINTER 1,Control,21,32,Lower
822,234,11,11,53851,3951770,0.013627058,Lower zone WINTER 1,Control,21,32,Lower
823,235,12,12,135422,3955559,0.034235869,Lower zone WINTER 1,Control,21,32,Lower
824,293,1,1,1,3708662,2.69639023453742e-07,Lower zone WINTER 1,Control,28,39,Lower
825,633,1,1,859407,3241996,0.265085768,Lower zone WINTER 1,Heat Shock,4,15,Lower
826,634,2,2,933592,3222162,0.289740863,Lower zone WINTER 1,Heat Shock,4,15,Lower
827,635,3,3,1162441,3339012,0.34813921,Lower zone WINTER 1,Heat Shock,4,15,Lower
828,636,4,4,989421,3254149,0.304049077,Lower zone WINTER 1,Heat Shock,4,15,Lower
829,637,5,5,1005149,3271749,0.307220694,Lower zone WINTER 1,Heat Shock,4,15,Lower
830,638,6,6,790049,2899541,0.272473816,Lower zone WINTER 1,Heat Shock,4,15,Lower
831,639,7,7,743010,2772087,0.268032713,Lower zone WINTER 1,Heat Shock,4,15,Lower
832,640,8,8,846112,3195758,0.264760974,Lower zone WINTER 1,Heat Shock,4,15,Lower
833,641,9,9,859613,3113928,0.276054231,Lower zone WINTER 1,Heat Shock,4,15,Lower
834,642,10,10,985944,3283103,0.30030858,Lower zone WINTER 1,Heat Shock,4,15,Lower
835,643,11,11,872984,2777148,0.314345508,Lower zone WINTER 1,Heat Shock,4,15,Lower
836,644,12,12,748253,2912007,0.256954396,Lower zone WINTER 1,Heat Shock,4,15,Lower
837,722,1,1,598132,3485287,0.171616283,Lower zone WINTER 1,Heat Shock,12,23,Lower
838,723,2,2,612411,3510661,0.174443217,Lower zone WINTER 1,Heat Shock,12,23,Lower
839,724,3,3,478805,3435595,0.139365961,Lower zone WINTER 1,Heat Shock,12,23,Lower
840,725,4,4,474905,3312621,0.14336231,Lower zone WINTER 1,Heat Shock,12,23,Lower
841,726,5,5,468851,3176955,0.147578735,Lower zone WINTER 1,Heat Shock,12,23,Lower
842,727,6,6,405283,3491543,0.116075615,Lower zone WINTER 1,Heat Shock,12,23,Lower
843,728,7,7,570082,3304782,0.17250215,Lower zone WINTER 1,Heat Shock,12,23,Lower
844,729,8,8,459447,3510907,0.130862766,Lower zone WINTER 1,Heat Shock,12,23,Lower
845,730,9,9,540789,3460704,0.156265604,Lower zone WINTER 1,Heat Shock,12,23,Lower
846,731,10,10,477875,3536612,0.135122258,Lower zone WINTER 1,Heat Shock,12,23,Lower
847,732,11,11,459480,3219836,0.14270292,Lower zone WINTER 1,Heat Shock,12,23,Lower
848,733,12,12,597476,3492012,0.171097923,Lower zone WINTER 1,Heat Shock,12,23,Lower
849,789,1,1,185092,3830416,0.048321644,Lower zone WINTER 1,Heat Shock,20,31,Lower
850,790,2,2,79588,3937637,0.020212122,Lower zone WINTER 1,Heat Shock,20,31,Lower
851,791,3,3,202433,3875576,0.05223301,Lower zone WINTER 1,Heat Shock,20,31,Lower
852,792,4,4,112920,3960907,0.028508622,Lower zone WINTER 1,Heat Shock,20,31,Lower
853,793,5,5,62322,4007915,0.015549731,Lower zone WINTER 1,Heat Shock,20,31,Lower
854,794,6,6,102340,4092545,0.025006445,Lower zone WINTER 1,Heat Shock,20,31,Lower
855,795,7,7,134370,3847347,0.034925365,Lower zone WINTER 1,Heat Shock,20,31,Lower
856,796,9,9,123420,3772157,0.032718681,Lower zone WINTER 1,Heat Shock,20,31,Lower
857,797,10,10,107268,3933469,0.027270585,Lower zone WINTER 1,Heat Shock,20,31,Lower
858,798,11,11,104643,3740678,0.02797434,Lower zone WINTER 1,Heat Shock,20,31,Lower
859,799,12,12,79325,4033546,0.019666318,Lower zone WINTER 1,Heat Shock,20,31,Lower
860,61,1,1,197844,4576341,0.043231918,Lower zone WINTER 2,Control,5,16,Lower
861,62,2,2,155063,4552331,0.03406233,Lower zone WINTER 2,Control,5,16,Lower
862,63,3,3,315578,4351917,0.07251471,Lower zone WINTER 2,Control,5,16,Lower
863,64,4,4,349683,4397942,0.079510598,Lower zone WINTER 2,Control,5,16,Lower
864,65,5,5,220590,4252477,0.051873296,Lower zone WINTER 2,Control,5,16,Lower
865,66,6,6,260431,4320985,0.060271211,Lower zone WINTER 2,Control,5,16,Lower
866,67,7,7,133031,4338275,0.030664492,Lower zone WINTER 2,Control,5,16,Lower
867,68,8,8,298634,4508535,0.066237481,Lower zone WINTER 2,Control,5,16,Lower
868,69,9,9,533426,4359026,0.12237275,Lower zone WINTER 2,Control,5,16,Lower
869,70,10,10,296072,4727909,0.062622187,Lower zone WINTER 2,Control,5,16,Lower
870,71,11,11,174925,3866837,0.045237231,Lower zone WINTER 2,Control,5,16,Lower
871,72,12,12,422087,4456663,0.094709203,Lower zone WINTER 2,Control,5,16,Lower
872,155,1,1,6718464,4892027,1.373349738,Lower zone WINTER 2,Control,12,23,Lower
873,645,1,1,501256,4440130,0.11289219,Lower zone WINTER 2,Heat Shock,4,15,Lower
874,646,2,2,245283,4001287,0.061301026,Lower zone WINTER 2,Heat Shock,4,15,Lower
875,647,3,3,291884,4080536,0.071530799,Lower zone WINTER 2,Heat Shock,4,15,Lower
876,648,4,4,348976,4191799,0.083252083,Lower zone WINTER 2,Heat Shock,4,15,Lower
877,649,5,5,338480,4442418,0.07619274,Lower zone WINTER 2,Heat Shock,4,15,Lower
878,650,6,6,354329,4506025,0.078634495,Lower zone WINTER 2,Heat Shock,4,15,Lower
879,651,7,7,370062,4378145,0.084524839,Lower zone WINTER 2,Heat Shock,4,15,Lower
880,652,8,8,348000,4612676,0.075444276,Lower zone WINTER 2,Heat Shock,4,15,Lower
881,653,9,9,239283,3970045,0.060272113,Lower zone WINTER 2,Heat Shock,4,15,Lower
882,654,10,10,478136,4588196,0.104210021,Lower zone WINTER 2,Heat Shock,4,15,Lower
883,655,11,11,345719,4505935,0.076725252,Lower zone WINTER 2,Heat Shock,4,15,Lower
884,656,12,12,498764,4516840,0.110423216,Lower zone WINTER 2,Heat Shock,4,15,Lower
885,73,1,1,853331,3270423,0.26092374,Lower zone WINTER 3,Control,5,16,Lower
886,74,2,2,891249,3284545,0.27134626,Lower zone WINTER 3,Control,5,16,Lower
887,75,3,3,951704,3425700,0.277813002,Lower zone WINTER 3,Control,5,16,Lower
888,76,4,4,1145659,3358116,0.341161234,Lower zone WINTER 3,Control,5,16,Lower
889,77,5,5,742184,2983864,0.248732516,Lower zone WINTER 3,Control,5,16,Lower
890,78,6,6,1237714,3124400,0.39614454,Lower zone WINTER 3,Control,5,16,Lower
891,79,7,7,837534,3195033,0.26213626,Lower zone WINTER 3,Control,5,16,Lower
892,80,8,8,1063155,3420035,0.310860854,Lower zone WINTER 3,Control,5,16,Lower
893,81,9,9,965599,3134829,0.308022862,Lower zone WINTER 3,Control,5,16,Lower
894,82,10,10,1003402,3461971,0.289835472,Lower zone WINTER 3,Control,5,16,Lower
895,83,11,11,844489,3217071,0.262502444,Lower zone WINTER 3,Control,5,16,Lower
896,84,12,12,1118408,3379632,0.330925971,Lower zone WINTER 3,Control,5,16,Lower
